Age,Study Hours,Academic Pressure,Financial Stress,Gender,Study Satisfaction,CGPA
27,8.86596429295466,4.0,1.0,0,3.0,7.62
28,10.422806659204607,4.0,4.0,0,5.0,8.15
29,7.440674873010171,5.0,2.0,0,3.0,5.6
30,7.200298182495896,2.0,2.0,1,3.0,6.36
29,7.274382580373534,3.0,3.0,1,4.0,6.92
31,9.128021252088967,3.0,3.0,1,5.0,8.16
19,9.08925820647493,3.0,3.0,0,3.0,6.29
36,6.791823576613185,4.0,1.0,0,4.0,8.45
35,7.454661869282364,5.0,2.0,0,3.0,6.58
20,8.17476353291874,3.0,3.0,1,1.0,5.52
40,4.952162578208679,3.0,2.0,1,3.0,7.01
34,9.182694827356823,2.0,3.0,0,2.0,6.04
25,10.12269740420901,2.0,3.0,0,5.0,6.93
27,9.097057788711023,4.0,3.0,0,5.0,7.14
19,4.757930959093802,3.0,2.0,0,3.0,6.98
36,3.4539991802460266,5.0,2.0,1,3.0,4.48
26,8.275693612332276,4.0,4.0,0,3.0,6.03
24,5.631658991868244,3.0,2.0,1,4.0,7.03
21,7.516840037421375,3.0,2.0,1,4.0,8.81
38,9.763267696013587,4.0,3.0,1,5.0,8.77
35,5.817480682482862,2.0,4.0,1,3.0,6.49
30,6.3204016184638725,1.0,2.0,1,4.0,6.51
28,7.4981013506589695,3.0,2.0,1,5.0,8.61
21,4.664482648031985,3.0,1.0,0,4.0,8.73
38,5.635858847189423,2.0,2.0,0,3.0,6.67
21,7.044743506752284,2.0,3.0,0,4.0,5.61
27,6.459181236128048,2.0,2.0,0,4.0,6.92
22,8.095133956838607,4.0,4.0,1,3.0,5.62
26,11.978763305990682,5.0,3.0,0,4.0,7.1
20,7.178449010952624,3.0,2.0,1,4.0,7.52
34,5.484918497131583,4.0,2.0,0,3.0,8.23
20,9.552832638563615,3.0,1.0,0,5.0,8.74
33,4.140126744423602,2.0,2.0,1,3.0,6.31
21,4.499965292147607,3.0,3.0,1,4.0,6.74
35,5.9288138104340975,2.0,2.0,0,3.0,6.86
34,6.490803903064674,3.0,3.0,0,2.0,6.75
24,5.885669074269025,2.0,2.0,1,4.0,8.6
40,6.943277816038559,2.0,1.0,1,5.0,7.8
22,7.494535424943421,4.0,2.0,1,3.0,8.1
29,8.924127163495248,4.0,3.0,1,2.0,6.26
34,7.164138892918808,2.0,2.0,1,4.0,7.62
40,5.988496754148818,2.0,3.0,1,3.0,5.5
30,8.826361695590942,1.0,3.0,1,4.0,5.71
40,5.528112143685765,5.0,3.0,1,3.0,5.47
20,4.061315057762819,3.0,3.0,1,2.0,6.39
26,9.170720832228175,2.0,3.0,1,4.0,9.04
34,9.05533584065975,3.0,3.0,0,4.0,7.15
34,5.573862894032609,1.0,3.0,1,3.0,4.76
37,6.2816220631223345,4.0,4.0,1,3.0,5.2
33,5.349530418406127,5.0,3.0,0,5.0,6.61
39,7.587923591617241,2.0,2.0,1,3.0,7.48
30,10.117688724462548,5.0,1.0,0,4.0,6.97
36,8.26518723747122,3.0,2.0,1,3.0,6.82
34,8.864304356649459,5.0,3.0,0,4.0,6.14
21,8.475510997043822,3.0,3.0,1,4.0,6.99
29,6.999785532593632,3.0,1.0,0,4.0,8.93
26,8.950012788240368,5.0,3.0,0,3.0,4.88
36,8.34105501324304,4.0,4.0,1,4.0,6.96
29,9.591002287275645,4.0,3.0,1,5.0,8.52
26,6.172811905908839,1.0,3.0,0,3.0,5.38
24,3.871399048818304,2.0,2.0,0,3.0,6.42
31,8.88145182677154,3.0,2.0,0,5.0,7.52
37,7.6295851370909045,4.0,3.0,1,3.0,7.13
36,6.467117019421774,3.0,3.0,0,3.0,6.6
32,6.567724937846516,2.0,2.0,0,5.0,6.7
33,11.598435386623809,2.0,5.0,0,5.0,4.87
38,5.844049625438312,2.0,1.0,0,1.0,6.56
22,5.4640540477126,3.0,2.0,1,4.0,7.93
20,7.153511620288033,2.0,2.0,1,3.0,7.62
29,9.12488358035133,2.0,3.0,0,3.0,7.56
37,11.10112357575261,4.0,1.0,1,5.0,9.82
38,8.183256934101228,4.0,4.0,1,3.0,6.33
21,4.713264260837025,4.0,3.0,0,3.0,5.89
38,10.54755568729204,4.0,3.0,0,3.0,7.03
40,6.9649563416612255,3.0,2.0,1,3.0,7.63
33,5.4921230225890545,3.0,3.0,1,4.0,6.9
24,5.0570935772211625,3.0,3.0,0,5.0,7.95
30,8.505391694803821,3.0,3.0,0,4.0,7.59
38,7.429892895135545,4.0,2.0,0,3.0,7.34
27,7.621135678502531,3.0,2.0,0,4.0,8.9
24,9.315705614329476,2.0,3.0,0,4.0,7.39
31,5.556121735282641,4.0,3.0,1,4.0,7.0
22,9.459078330892567,2.0,2.0,0,3.0,7.47
20,6.065516818971358,4.0,3.0,0,4.0,7.43
40,10.895213273042241,4.0,3.0,0,2.0,7.64
28,8.077730228787653,2.0,3.0,0,5.0,8.2
28,5.3435706464025206,3.0,4.0,1,5.0,7.0
35,3.3542474500231365,3.0,2.0,1,4.0,7.63
32,8.45606450010222,4.0,2.0,1,5.0,8.73
29,6.32647550321767,4.0,3.0,1,3.0,6.41
26,6.719981749860696,3.0,2.0,1,3.0,8.07
27,8.379152816513393,4.0,2.0,1,2.0,7.46
29,8.81874488725118,3.0,3.0,0,4.0,7.6
34,9.202678613204723,5.0,2.0,0,3.0,6.55
23,4.885285644910715,4.0,1.0,0,3.0,7.37
24,9.56661054932426,4.0,3.0,1,4.0,6.47
31,5.957718394897331,4.0,2.0,1,3.0,6.96
30,2.938750117453192,4.0,3.0,1,4.0,5.46
25,4.878807375651918,3.0,3.0,0,2.0,6.13
27,7.392445165838617,3.0,3.0,1,3.0,5.55
26,5.238134357053949,4.0,1.0,0,4.0,8.22
35,6.841519955483121,3.0,1.0,1,3.0,9.2
19,7.608854477552521,3.0,2.0,0,3.0,6.5
22,6.673506274403286,4.0,2.0,1,4.0,7.4
22,6.11016219185791,5.0,4.0,0,3.0,4.36
23,4.748747086621193,3.0,3.0,0,4.0,6.47
36,7.039498854787598,3.0,5.0,1,3.0,6.21
25,3.2830767023474765,3.0,1.0,1,3.0,7.28
33,5.765203524905042,3.0,3.0,0,5.0,7.9
30,5.32998860369063,3.0,2.0,1,4.0,7.41
18,6.569121667283953,3.0,3.0,1,2.0,6.25
39,6.616006361243315,2.0,4.0,0,3.0,5.32
37,8.727922013980741,5.0,4.0,0,3.0,5.18
34,9.850259099049278,5.0,3.0,0,4.0,7.36
24,4.9879980875734535,3.0,3.0,1,4.0,8.0
30,10.587098725486054,4.0,3.0,0,4.0,8.71
21,5.597267920861422,5.0,2.0,1,4.0,5.5
21,7.310548209261562,2.0,3.0,1,1.0,6.23
23,7.919553380466972,3.0,2.0,0,5.0,8.95
36,11.40024895464851,3.0,2.0,1,3.0,7.31
29,6.023891792027205,3.0,2.0,1,4.0,8.67
39,3.765871576639504,4.0,3.0,0,4.0,5.3
24,9.682683046347366,3.0,3.0,0,3.0,7.34
27,5.499927594168217,3.0,3.0,1,3.0,7.01
36,6.349140554963933,4.0,3.0,0,3.0,6.03
24,4.988050622932884,4.0,4.0,0,5.0,5.55
20,6.354333208511946,2.0,4.0,1,1.0,4.98
30,5.487295234830206,3.0,2.0,0,3.0,7.68
30,8.217595269690587,4.0,3.0,0,3.0,7.69
35,7.145424933499563,3.0,4.0,1,5.0,8.07
37,5.774100710893578,4.0,3.0,1,4.0,7.44
25,8.79256955798607,2.0,3.0,1,2.0,5.93
26,7.458994151214278,3.0,1.0,0,3.0,8.89
24,3.6771131492007,2.0,2.0,0,4.0,6.37
18,8.655465965351743,2.0,2.0,1,5.0,7.72
20,7.3327621909347425,4.0,4.0,0,3.0,7.42
30,9.503318477664777,4.0,2.0,0,2.0,8.33
34,7.223051367416761,3.0,2.0,0,4.0,8.36
18,5.574923168978329,2.0,3.0,0,3.0,6.36
23,6.632268400056693,4.0,2.0,1,4.0,6.6
38,8.447054795585297,2.0,3.0,1,4.0,6.26
23,5.612673292538448,4.0,3.0,0,4.0,6.43
29,6.207465783206395,3.0,3.0,0,4.0,6.46
30,6.600960556001679,2.0,3.0,0,5.0,5.9
30,4.931131101611429,3.0,3.0,1,3.0,7.59
32,5.6386178356685654,5.0,3.0,1,2.0,6.22
38,7.310590345247542,4.0,1.0,1,4.0,9.13
33,9.164459945775414,2.0,3.0,1,2.0,6.42
39,7.570864572478856,4.0,3.0,1,2.0,5.34
38,6.917449733135761,2.0,3.0,0,3.0,6.22
28,5.50371260688584,2.0,2.0,0,2.0,6.79
22,8.971288741096417,3.0,3.0,1,5.0,8.08
21,7.780309899904316,3.0,3.0,1,4.0,7.09
20,5.7278864256653685,4.0,2.0,0,4.0,7.22
36,8.61756722563282,4.0,1.0,1,4.0,8.29
37,8.007238710718841,3.0,3.0,0,3.0,6.77
35,5.535645371140776,2.0,3.0,1,4.0,6.5
32,6.81751913872444,3.0,2.0,0,3.0,7.54
26,6.113009089162714,4.0,2.0,1,3.0,6.44
34,11.740368292056889,4.0,3.0,0,3.0,8.27
31,7.957140789626186,3.0,3.0,0,5.0,8.58
32,7.336171698726832,3.0,3.0,1,3.0,6.8
18,7.850793500938084,3.0,3.0,1,4.0,6.46
38,9.482492658755497,2.0,3.0,1,3.0,5.86
39,6.849915740010762,4.0,3.0,1,4.0,8.07
39,5.938163263841639,3.0,2.0,1,4.0,8.57
20,8.519709810575351,4.0,4.0,0,2.0,5.98
33,6.685099781197638,1.0,3.0,1,4.0,7.31
40,5.074188407655094,4.0,3.0,1,4.0,6.9
28,4.723564422839095,2.0,2.0,1,3.0,5.97
29,9.75273379151116,5.0,2.0,1,5.0,6.95
27,7.236960220454712,5.0,3.0,0,2.0,5.3
33,5.938778708813678,2.0,1.0,1,3.0,6.82
25,6.578197160124286,4.0,2.0,1,3.0,5.91
23,8.453400492415033,2.0,2.0,1,4.0,7.6
29,6.471870071484319,2.0,1.0,1,3.0,9.45
38,4.391044487480647,2.0,3.0,0,2.0,6.08
25,7.586513533866265,3.0,2.0,0,4.0,7.54
21,9.175026071632413,3.0,4.0,0,3.0,6.94
25,9.054635772350052,2.0,1.0,0,4.0,8.5
35,5.993206111352959,3.0,3.0,0,4.0,6.81
22,9.284510781625084,3.0,2.0,1,3.0,6.59
26,7.383309952608921,1.0,1.0,0,2.0,5.91
21,9.234065218981709,3.0,3.0,0,2.0,5.68
39,8.032636654004596,4.0,3.0,1,2.0,5.88
34,4.261125683261195,3.0,3.0,0,3.0,6.16
26,10.144130087515023,2.0,1.0,0,3.0,6.36
18,7.093210932158116,4.0,3.0,0,3.0,6.37
38,8.038228883044871,2.0,3.0,0,4.0,7.2
37,4.58071966875068,3.0,3.0,1,5.0,7.89
30,7.909587700140517,3.0,3.0,0,4.0,7.69
33,8.985269918936787,5.0,3.0,0,4.0,7.22
30,10.483576605877127,4.0,3.0,0,2.0,7.46
31,9.520719630631508,3.0,3.0,0,4.0,7.17
20,7.997604467102871,3.0,3.0,0,4.0,7.15
23,4.220120763972904,2.0,3.0,1,4.0,5.88
35,7.238091022895358,3.0,3.0,0,3.0,6.72
36,5.933482782616725,5.0,4.0,0,3.0,4.67
22,7.422960174669244,4.0,3.0,1,4.0,6.56
32,4.810613500968822,5.0,2.0,1,3.0,5.57
19,6.621699565974577,3.0,1.0,0,3.0,7.34
27,6.069070449149077,3.0,3.0,1,2.0,6.5
35,6.013300559255357,2.0,1.0,0,3.0,6.65
30,6.031174865215922,3.0,3.0,0,4.0,7.26
22,6.75546151050116,3.0,2.0,0,4.0,8.51
40,7.515150566286439,4.0,4.0,0,4.0,6.19
18,2.5027115418313883,2.0,3.0,1,4.0,5.76
39,2.7224208585918452,3.0,3.0,1,3.0,6.7
18,6.390355588140625,2.0,2.0,1,3.0,7.6
35,6.644015719529894,3.0,4.0,1,3.0,5.98
32,7.340400189887093,4.0,3.0,0,4.0,6.43
34,5.690189761258797,2.0,3.0,0,3.0,5.36
28,7.017037349240827,2.0,1.0,0,3.0,8.24
38,7.227741769032499,2.0,4.0,1,2.0,5.21
39,5.6777954256421515,3.0,4.0,0,3.0,5.92
34,8.82422047913398,2.0,3.0,0,3.0,6.18
30,7.318575360619109,4.0,3.0,0,3.0,6.4
18,7.984529971833923,3.0,2.0,1,3.0,7.53
19,7.123922316310935,4.0,1.0,1,5.0,8.81
26,10.786611585511096,3.0,2.0,1,4.0,8.19
20,8.073514724411776,4.0,4.0,1,5.0,6.81
18,6.121612030826994,4.0,3.0,0,2.0,5.96
38,8.47774039186312,2.0,2.0,0,4.0,8.02
33,4.05231114857799,2.0,2.0,0,3.0,6.97
40,7.215280472800788,3.0,4.0,0,4.0,7.43
23,7.574488522165582,3.0,2.0,1,5.0,7.54
34,7.235837371741657,3.0,2.0,0,2.0,6.48
22,6.399198032490003,2.0,2.0,0,3.0,6.92
22,5.177907957693373,4.0,1.0,1,3.0,7.71
23,5.579175378308268,1.0,2.0,0,3.0,6.23
20,7.18373484924529,4.0,2.0,0,2.0,6.5
38,4.995665381629614,4.0,2.0,1,5.0,7.33
40,10.186301708165091,4.0,4.0,1,5.0,6.93
22,2.246384177181329,3.0,1.0,0,4.0,7.38
38,6.417811838419713,4.0,2.0,0,2.0,6.68
22,7.198701350393855,3.0,2.0,0,4.0,7.41
27,7.91335767009992,3.0,2.0,0,4.0,7.87
27,5.351335490927632,4.0,2.0,0,4.0,7.34
36,9.041730628998781,5.0,3.0,1,3.0,6.97
34,4.491104121136739,2.0,3.0,0,5.0,7.72
38,5.980968540506377,3.0,4.0,0,3.0,6.25
31,8.117345599502963,2.0,2.0,0,3.0,7.24
26,8.872339416626954,3.0,4.0,0,4.0,6.45
31,4.472797666514024,2.0,2.0,0,4.0,5.94
18,11.761066222747285,5.0,2.0,0,4.0,7.38
36,5.384515186299023,3.0,4.0,0,4.0,5.89
30,4.638071540449991,3.0,5.0,0,4.0,6.89
30,7.904886805191863,4.0,4.0,0,3.0,7.09
21,6.373071783553377,2.0,2.0,1,3.0,6.98
18,6.10710583742846,4.0,3.0,1,4.0,6.87
34,8.072159303625495,2.0,3.0,0,5.0,7.99
25,4.250867757229943,4.0,3.0,0,3.0,6.03
19,3.936158080045536,5.0,2.0,0,4.0,5.96
25,5.924637942742189,3.0,3.0,0,4.0,6.51
24,8.940223131015985,1.0,2.0,0,5.0,7.38
19,6.002700471856989,2.0,2.0,0,3.0,6.38
39,9.878482032151506,5.0,2.0,1,4.0,7.18
39,9.161826570109403,2.0,3.0,0,3.0,7.29
20,7.509303132113473,5.0,3.0,1,2.0,5.72
35,7.6115029468745625,2.0,2.0,1,3.0,8.03
29,7.50760472503034,2.0,2.0,1,5.0,7.74
18,7.2874919116277805,4.0,3.0,1,4.0,6.75
39,6.340764944539277,4.0,3.0,1,2.0,5.45
29,6.549661900227107,4.0,3.0,1,4.0,5.81
22,5.074071718133352,3.0,3.0,1,2.0,5.66
34,3.021922979277676,4.0,3.0,1,4.0,5.8
33,8.98732709670769,4.0,2.0,1,4.0,7.8
32,7.283065186213537,4.0,3.0,0,3.0,6.56
40,7.011180440119215,2.0,4.0,0,4.0,7.75
32,7.717208421144183,4.0,3.0,1,3.0,5.72
22,5.508884581371432,3.0,2.0,1,4.0,7.8
38,5.198088015908021,3.0,4.0,1,2.0,7.45
31,6.489367551379325,3.0,3.0,0,3.0,6.47
19,9.462577267174863,3.0,3.0,0,4.0,8.15
28,4.896266148712373,1.0,3.0,1,2.0,4.48
36,2.271282357745301,4.0,1.0,1,4.0,8.39
24,6.061478034726245,2.0,3.0,1,2.0,5.33
23,9.05685984922333,3.0,4.0,1,2.0,6.43
19,3.8814207561621634,2.0,2.0,1,3.0,6.19
23,4.875489513118831,3.0,1.0,1,4.0,9.06
35,7.4743841330407035,3.0,3.0,0,3.0,6.85
19,11.625832663855602,5.0,3.0,0,3.0,6.6
35,4.555218996652847,2.0,1.0,0,4.0,7.62
32,4.485518635357673,5.0,3.0,1,5.0,5.68
36,7.609657063910533,4.0,3.0,1,3.0,7.44
19,9.168413991988668,3.0,1.0,0,3.0,8.61
37,5.876622317813721,3.0,4.0,0,3.0,5.93
23,4.081490518980096,3.0,3.0,1,5.0,7.07
18,7.780748597595423,4.0,1.0,0,4.0,6.98
32,8.106714515145352,4.0,3.0,0,5.0,7.25
40,10.201579227768846,4.0,3.0,0,4.0,7.06
27,8.182504802183702,2.0,4.0,0,3.0,6.22
36,8.490518937470283,4.0,2.0,1,3.0,7.04
34,6.52813874103777,3.0,3.0,1,4.0,8.24
22,11.394707815905043,2.0,2.0,1,3.0,5.59
21,6.283344380940754,3.0,2.0,1,3.0,6.85
27,5.898540181458814,2.0,2.0,0,4.0,7.72
34,10.257126853333492,4.0,1.0,0,3.0,8.28
27,4.346372897988262,3.0,3.0,0,3.0,7.3
34,3.674664907849753,2.0,2.0,1,3.0,7.22
37,7.215202464277272,3.0,1.0,1,3.0,8.33
22,6.996874258103748,3.0,3.0,1,4.0,7.59
19,6.589801633208808,2.0,4.0,1,4.0,5.83
23,8.789073562818974,3.0,1.0,0,2.0,7.46
38,5.365228871880573,1.0,2.0,1,3.0,5.36
19,7.115500826124413,3.0,3.0,0,3.0,7.19
30,6.351809285251264,3.0,1.0,0,3.0,7.15
28,5.395806699807848,3.0,2.0,0,4.0,7.84
28,6.88868784887077,4.0,3.0,1,3.0,6.38
33,8.534672445931186,4.0,2.0,1,5.0,8.94
28,10.817022616774903,4.0,1.0,0,5.0,9.82
36,8.042954169218145,4.0,1.0,0,5.0,8.44
32,2.4804969974773874,3.0,1.0,1,3.0,8.04
40,6.931347846205032,2.0,2.0,1,2.0,6.35
40,7.089645023625098,3.0,3.0,1,3.0,7.07
33,8.68517621724391,3.0,5.0,1,4.0,7.56
28,7.33265854448153,4.0,3.0,0,3.0,6.56
39,9.255560051143737,3.0,3.0,0,3.0,8.66
33,7.705007108107489,2.0,2.0,0,2.0,5.8
25,9.8058365250962,5.0,1.0,0,3.0,7.68
21,6.210257343913072,2.0,4.0,0,3.0,5.95
25,7.259818241134049,2.0,2.0,0,3.0,6.79
21,8.487954763701813,4.0,3.0,1,3.0,6.52
20,5.9700506734718015,5.0,3.0,0,3.0,5.6
20,5.577976956254063,3.0,3.0,1,5.0,7.76
35,5.867166220563967,3.0,3.0,1,4.0,8.67
36,5.65141188923994,3.0,3.0,0,4.0,8.08
36,7.940611457575589,3.0,3.0,1,4.0,8.41
38,3.6973455466578,3.0,4.0,0,2.0,5.64
22,4.1992539526277675,2.0,2.0,0,4.0,7.84
35,10.352943686243073,4.0,4.0,1,5.0,7.26
27,5.69482590224648,2.0,2.0,1,5.0,6.76
39,7.360026732109147,3.0,3.0,1,4.0,8.72
38,4.319536447781569,3.0,3.0,1,4.0,7.16
23,7.169423682020697,4.0,1.0,1,3.0,6.78
18,5.705787998173473,2.0,4.0,1,4.0,6.17
22,4.186438903311254,3.0,3.0,1,2.0,4.7
26,9.406456787616484,5.0,5.0,1,4.0,7.49
29,9.12861830870957,5.0,4.0,1,3.0,5.21
31,6.80676137671477,3.0,2.0,0,5.0,8.41
19,8.79895425882024,3.0,4.0,0,3.0,6.0
34,10.425926837908888,4.0,3.0,1,4.0,9.14
31,8.357336679684561,1.0,3.0,1,4.0,5.86
30,7.863423531117934,2.0,1.0,1,3.0,9.13
26,7.358109453669957,3.0,1.0,0,4.0,7.15
32,8.169095256746632,3.0,3.0,0,4.0,8.88
39,6.344945091718654,4.0,2.0,1,4.0,7.64
32,6.502055435509396,3.0,3.0,1,4.0,6.92
28,7.811604475382527,2.0,4.0,1,4.0,5.52
33,6.147043233712848,3.0,3.0,1,3.0,7.19
34,6.341560588971696,5.0,2.0,0,3.0,5.56
21,7.000335996342952,3.0,3.0,0,5.0,7.82
18,9.071093591067525,3.0,2.0,1,4.0,7.81
25,4.961205243592634,4.0,1.0,1,5.0,7.44
34,8.366521304869469,2.0,3.0,0,3.0,7.45
20,8.425233543046247,4.0,2.0,0,5.0,9.05
37,8.414461616734256,2.0,2.0,1,3.0,8.29
32,5.54785651562292,3.0,3.0,1,3.0,6.48
32,3.953173092080313,3.0,3.0,0,4.0,6.63
39,8.00746085034056,3.0,2.0,0,4.0,8.91
31,7.337569811945132,1.0,1.0,0,4.0,6.37
40,8.807877942573638,4.0,2.0,1,2.0,6.56
31,5.739033709582831,3.0,4.0,0,3.0,6.1
19,8.36821307726145,4.0,3.0,1,2.0,7.05
30,8.897941801994941,4.0,4.0,0,2.0,5.7
31,6.8284425021111685,2.0,3.0,0,3.0,5.74
36,7.75047310587667,1.0,2.0,0,2.0,6.18
24,7.687539623543371,4.0,3.0,1,4.0,7.61
20,5.52135484774663,3.0,4.0,1,4.0,6.42
32,7.955973884112294,2.0,2.0,0,5.0,7.82
40,9.920497013621825,5.0,2.0,1,3.0,7.77
31,7.039967082176746,5.0,1.0,0,3.0,6.92
28,4.370335110427017,3.0,2.0,1,4.0,7.82
32,5.762992244354782,4.0,3.0,0,5.0,7.8
30,3.7970269920670705,2.0,2.0,0,5.0,6.23
35,9.322470032282917,1.0,3.0,1,5.0,7.95
23,8.375389533390571,4.0,4.0,0,4.0,7.05
20,6.097535310997927,3.0,3.0,1,3.0,6.76
36,4.447492140455914,3.0,2.0,0,4.0,7.55
32,5.500069075163517,5.0,3.0,1,3.0,4.51
40,5.8511014617451345,1.0,2.0,0,4.0,5.89
22,7.196933678236105,2.0,2.0,0,3.0,6.72
27,7.136366817757084,3.0,2.0,1,4.0,8.85
24,9.414577555672665,4.0,1.0,0,5.0,8.75
34,5.753041256143524,4.0,3.0,1,3.0,5.78
24,4.285261862162928,3.0,2.0,0,3.0,7.42
39,4.917438744743874,3.0,4.0,0,3.0,6.14
29,6.958555261996298,2.0,3.0,0,2.0,6.63
34,5.688379479497577,4.0,2.0,0,4.0,7.39
30,6.474384618076553,2.0,3.0,1,4.0,7.16
37,6.182739555425001,2.0,2.0,1,3.0,6.3
21,8.782429216669328,3.0,2.0,1,4.0,8.3
27,5.94346176323382,3.0,3.0,0,2.0,6.96
20,6.320784261493942,2.0,1.0,1,5.0,7.45
26,8.291110446085796,4.0,3.0,1,3.0,6.99
30,5.983032560142263,3.0,3.0,0,3.0,6.13
35,7.761782274022632,4.0,4.0,1,4.0,6.83
32,7.596673471639166,3.0,4.0,0,4.0,5.94
21,7.255178546129943,5.0,2.0,0,5.0,6.34
32,4.958086511128318,3.0,3.0,1,3.0,6.38
39,9.213593604139486,4.0,2.0,1,3.0,7.58
19,10.997230833849605,2.0,2.0,1,2.0,4.77
32,7.01589064888131,5.0,4.0,1,4.0,5.72
25,5.116561227933325,4.0,2.0,0,3.0,6.99
25,7.052384874985041,3.0,3.0,1,3.0,6.03
34,8.781748253054799,3.0,2.0,0,3.0,7.24
29,5.8926621837119075,3.0,3.0,1,3.0,6.89
36,6.767981468587259,5.0,3.0,0,5.0,5.74
27,7.613177445541854,4.0,3.0,1,3.0,6.76
26,9.165486133970663,3.0,1.0,1,3.0,8.24
22,8.395762719560874,2.0,3.0,0,1.0,4.96
23,8.470362345158073,4.0,2.0,1,2.0,6.3
37,6.232716597982435,4.0,2.0,1,3.0,6.98
19,7.723454119313061,4.0,1.0,1,3.0,7.69
30,5.700466011174767,3.0,2.0,1,4.0,6.99
23,8.52194697979338,3.0,2.0,0,2.0,6.33
22,9.072195353414106,5.0,2.0,0,4.0,5.93
18,7.996054423790721,5.0,3.0,1,4.0,4.95
38,6.338660943769332,4.0,3.0,0,4.0,7.48
39,6.6332911695251235,4.0,3.0,1,4.0,8.23
38,10.251729179191617,4.0,1.0,0,2.0,8.78
23,6.368721199677707,2.0,3.0,0,4.0,7.02
23,8.889989501411023,2.0,3.0,0,5.0,7.02
40,7.610004876793339,4.0,2.0,1,5.0,7.26
33,6.398554392772283,4.0,2.0,0,5.0,9.21
21,4.579631750555034,4.0,2.0,0,4.0,7.83
28,7.380880685059313,3.0,3.0,1,3.0,6.64
40,7.16398155989102,4.0,3.0,0,1.0,6.0
26,10.251762408626801,4.0,2.0,1,2.0,8.25
40,5.451653148239503,4.0,1.0,0,3.0,7.4
20,11.130583464786012,4.0,2.0,1,3.0,8.1
36,7.681858953093868,2.0,1.0,0,3.0,7.3
25,7.680092598199884,4.0,4.0,1,4.0,6.55
22,5.932470158021986,4.0,3.0,0,4.0,6.42
21,7.566471353598043,5.0,3.0,0,4.0,4.94
23,7.851491670819783,3.0,3.0,1,4.0,7.56
19,8.687189125277579,2.0,3.0,0,3.0,6.47
37,5.239020026334503,3.0,2.0,0,4.0,7.69
28,9.53220554041847,4.0,2.0,1,2.0,7.55
21,7.650547942789563,3.0,1.0,1,3.0,7.07
32,8.094812011553161,3.0,3.0,0,4.0,6.89
23,6.602303929291431,3.0,3.0,1,2.0,5.39
39,5.3293432510977095,4.0,2.0,0,3.0,6.63
34,7.130904329325917,3.0,3.0,1,4.0,7.33
23,7.337131989681793,1.0,1.0,1,3.0,6.85
36,4.506229117393916,3.0,2.0,1,2.0,6.46
19,8.427913729297225,3.0,2.0,1,3.0,7.72
32,8.793744341013845,3.0,3.0,0,2.0,5.69
28,5.686603677121972,3.0,3.0,1,4.0,7.67
25,5.159346369510235,3.0,2.0,0,4.0,7.4
36,6.454669521626258,4.0,2.0,0,2.0,7.71
30,7.043011174575339,3.0,2.0,0,2.0,7.0
29,6.5244921821523985,4.0,2.0,0,3.0,6.37
22,6.89034790101259,3.0,3.0,0,4.0,6.32
23,7.398659855816649,3.0,1.0,1,3.0,7.79
39,4.537115910293868,1.0,2.0,1,4.0,7.12
21,4.744067870854122,2.0,2.0,0,4.0,7.32
36,2.099900066338339,2.0,1.0,0,4.0,7.66
37,8.696581411216249,3.0,4.0,1,2.0,6.99
18,7.027408637111408,4.0,4.0,0,3.0,5.89
37,8.886132036637282,3.0,2.0,1,4.0,8.8
34,4.952071607539494,4.0,2.0,0,3.0,5.71
29,7.0439332111596915,4.0,1.0,1,3.0,8.5
32,7.386687711009882,3.0,1.0,1,3.0,8.46
18,5.9887915093059725,4.0,1.0,0,3.0,6.95
31,4.203829962759773,3.0,2.0,1,4.0,8.06
23,10.142568405043283,4.0,2.0,0,3.0,8.16
22,9.518710014286093,4.0,3.0,1,2.0,7.32
28,6.312521910894343,4.0,3.0,1,5.0,7.47
21,7.918409761305293,3.0,3.0,0,4.0,7.37
30,6.127376782557592,3.0,2.0,1,4.0,8.23
28,5.208273514555454,2.0,3.0,1,3.0,6.96
20,10.289070708922624,5.0,3.0,0,3.0,6.53
18,4.0203360134695565,2.0,2.0,1,3.0,5.81
23,6.486093345451994,1.0,1.0,0,2.0,5.64
35,7.151782889036021,3.0,4.0,0,5.0,7.33
27,9.972225841637115,3.0,3.0,1,4.0,7.5
22,8.613859577624833,4.0,1.0,0,2.0,6.72
40,3.9899504057788264,1.0,4.0,1,3.0,4.0
27,6.995049566138472,4.0,2.0,1,4.0,6.99
29,7.037908357055847,4.0,5.0,0,4.0,6.38
19,6.588990996461004,3.0,3.0,1,3.0,7.59
30,8.115656393554541,1.0,2.0,1,3.0,5.37
25,4.463607530039241,1.0,3.0,1,3.0,5.76
19,6.264455357433993,3.0,2.0,0,2.0,6.25
37,7.861873746783536,3.0,3.0,0,3.0,7.79
18,8.223236233289153,4.0,4.0,1,3.0,6.27
22,7.268955052316555,3.0,2.0,0,5.0,8.1
26,6.480894039459462,3.0,3.0,1,3.0,8.28
34,6.784105707472349,1.0,2.0,1,4.0,5.86
26,8.332732820279027,4.0,2.0,0,5.0,7.86
28,7.061021411425828,2.0,4.0,0,3.0,6.09
32,5.124674418207048,3.0,3.0,0,3.0,6.36
23,4.779704348899173,2.0,3.0,1,3.0,6.95
40,4.318652641415003,2.0,3.0,0,2.0,5.93
20,9.620045473280836,5.0,5.0,1,3.0,6.14
34,8.4534313041024,4.0,2.0,1,5.0,8.95
